Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Forward Closeout","2017.99a.439","1","V652-660224-005","FP5417","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 700.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Forward Closeout","2017.99a.440","1","V652-660224-017","GK0934","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 700.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","WMC Port Wall Assy","2017.99a.441","1","V669-000661-022","2D628HF8160","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,659.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","WMC Port Wall Vent Hose Assy","2017.99a.442","1","V669-000718-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","INTERDECK LADDER ASSY","2017.99a.443","1","V669-000913-001","HF9-454","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 3,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","WMC Port Wall Lower Panel Assy","2017.99a.444","1","V669-000987-001","2D628HG3044","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.445","1","V669-002069-001","HH1-400","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.446","1","V669-002069-001","HH1-393","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.447","1","V669-002069-001","HH1-398","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.448","1","V669-002069-001","HH1-391","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.449","1","V669-002069-001","HH1-390","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.450","1","V669-002069-001","HH1-395","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.451","1","V669-002069-001","HH1-401","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.452","1","V669-002069-001","HH1-394","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.453","1","V669-002069-001","HH1-397","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.454","1","V669-002069-001","HH1-392","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.455","1","V669-002069-001","HH1-399","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.456","1","V669-002069-001","HH1-396","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.457","1","V669-002069-001","HH1-402","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.458","1","V669-002069-005","H065019","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.459","1","V669-002069-005","H065016","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.460","1","V669-002069-005","H065036","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.461","1","V669-002069-005","H065018","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.462","1","V669-002069-005","H065015","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.463","1","V669-002069-005","H065012","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.464","1","V669-002069-005","H065013","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.465","1","V669-002069-005","H065007","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.466","1","V669-002069-005","H065011","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.467","1","V669-002069-005","H065020","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.468","1","V669-002069-005","H065014","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.469","1","V669-002069-005","H065010","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.470","1","V669-002069-005","H065006","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.471","1","V669-002069-005","H065009","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FERRY FLIGHT LOCKER","2017.99a.472","1","V669-002069-005","H065008","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EMERGENCY EGRESS NET (TRAMP)","2017.99a.473","3","V828-660101-005","HG5-534","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 3,452.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","PORT EMERGENCY EGRESS C/O","2017.99a.474","3","V828-660127-001","HG6-110","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","CEILING EMERGENCY EGRESS C/O","2017.99a.475","1","V828-660127-002","HG5-850","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FLOOR EMERGENCY EGRESS C/O","2017.99a.476","1","V828-660127-004","HG5-896","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","STBD EMERGENCY EGRESS C/O","2017.99a.477","1","V828-660130-001","HG0-079","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 500.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EGRESS PLATFORM","2017.99a.478","1","V828-660302-006","HG5-528","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EGREES PLATFORM CLAMP","2017.99a.479","1","V828-660303-001","HG5-556","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EGRESS PLATFORM STRUT ASSY","2017.99a.480","1","V828-660304-002","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 900.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EGRESS PLATFORM CLAMP","2017.99a.481","1","V828-660307-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 165.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TOOL STOWAGE ASSY (TSA)","2017.99a.482","1","V849-660300-001","HG9-297","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FWD TSA  TRAY","2017.99a.483","1","V849-660501-002","HG9-409","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 1,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","AFT  TSA TRAY","2017.99a.484","1","V849-660502-005","HG9-417","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 1,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TSA DOOR LINER","2017.99a.485","1","V849-660510-001","HG9-353","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 800.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TSA BACKWALL LINER","2017.99a.486","1","V849-660511-001","HG9-258","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 961.24","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TSA HARDWALL CUSHION","2017.99a.487","1","V849-660522-133","H025319","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 4,316.95","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TSA CUSHION","2017.99a.488","1","V849-660548-001","H105071","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 2,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Lightweight MAR Assy (LWMAR)","2017.99a.489","8","V859-660100-003","HG0-076","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 50,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Pin Assy","2017.99a.490","0","V859-660102-001","HG8-144C","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 500.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Support Assy","2017.99a.491","0","V859-660104-001","HG9-165-A","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 718.62","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Upper Door Assy","2017.99a.492","0","V859-660130-002","2D628HG0163","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 15,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Lower Door Assy","2017.99a.493","0","V859-660130-002","2D628HG0111","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 15,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Shelf Assy","2017.99a.494","0","V859-660140-001","2D628HG8297","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4,085.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Shelf Assy","2017.99a.495","0","V859-660140-001","2D628HG9262","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4,085.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Bolt","2017.99a.496","0","V859-660141-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 2,000.00","","",""
"","Apollo Spacesuit","Apollo 16 Helmet, pressure bubble","2017.99a.291c","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","","","","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
"","Apollo Spacesuit","Apollo 16 Glove, IV, Left","2017.99a.291d","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","","","","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
"","Apollo Spacesuit","Apollo 16 Glove, IV, Right","2017.99a.291e","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","","","","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
